,Ticker,Drug,Indication,Stage,Catalyst-date,Catalyst-note
216,LXRX,Sotagliflozin,Type 1 Diabetes,phase3,12/21/2016,"Phase 3 data from second trial released December 21, 2016 - primary endpoint met. "
217,NVS,Lutathera,Inoperable progressive midgut NETs,crl,12/21/2016,"PDUFA date under priority review was December 28, 2016. CRL issued December 21, 2016."
218,IRWD,Linaclotide,Irritable Bowel Syndrome with Constipation (IBS-C),phase2b,12/22/2016,"Phase 2b data released December 22, 2016."
219,SGYP,Trulance (plecanatide),Constipation-predominant irritable bowel syndrome (IBS-C),phase3,12/22/2016,"Phase 3 data from second trial met primary endpoints - December 9 and 22, 2016."
220,IONS,SPINRAZA - Nusinersen,Spinal muscular atrophy (SMA),approved,12/23/2016,"Approved December 23, 2016."
221,AMPH,Primatene Mist (epinephrine inhalation aerosol),Asthma,crl,12/27/2016,"CRL issued December 27, 2016."
222,MLNT,Solithera - intravenous,Community-acquired bacterial pneumonia (CABP),crl,12/29/2016,"CRL announced December 29, 2016. Further trials required."
223,OPK,hGH-CTP,Adults - growth hormone deficiency,phase3,12/30/2016,"Phase 3 data released December 30, 2016 - primary endpoint not met."
224,AGRX,Twirla,Contraceptive patch ,phase3,01/03/2017,"CRL issued 2013. Phase 3 top-line data released January 3, 2017 - poor data but intends to reflile NDA 1H 2017."
225,PLX,AIR DNase (PRX-110),Cystic Fibrosis,phase2,01/03/2017,"Phase 2 interim data released January 3, 2017."
226,AEZS,Macimorelin Acetate - Macrilen,Adult Growth Deficiency,phase3,01/04/2017,"Phase 3 data released January 4, 2017 - trial failed."
227,HALO,HALO-301,Pancreatic cancer,phase2,01/05/2017,Primary endpoint met.
228,GNCA,GEN-003,Genital herpes,phase2b,01/05/2017,"Phase 2b data released January 5, 2017. "
229,OTIC,OTIPRIO,Acute otitis externa,phase3,01/05/2017,"Phase 3 trial met primary endpoint - January 5, 2017."
230,CHRS,CHS-1420,Psoriasis,phase3,01/10/2017,"Phase 3 top-line data met endpoints August 2016. Full data due released January 10, 2016. "
231,GSK,Rolapitant - intravenous (IV),"Prevention of chemotherapy induced nausea and vomiting, or CINV in HEC patients",crl,01/11/2017,CRL issued January 11 2017.
232,FGEN,Pamrevlumab (FG-3019),Pancreatic cancer,phase2,01/17/2017,"Phase 2 abstract released January 17, 2017."
233,AGN,ESMYA  (ulipristal acetate),Uterine Fibroids,phase3,01/18/2017,"Phase 3 data released January 18, 2017 - endpoints met. "
234,NBIX,INGREZZA,Tourette syndrome - adults,phase2,01/18/2017,"Phase 2 data released January 18, 2017 did not meet primary endpoint."
235,AGN,Oxymetazoline HCl cream 1.0%,Facial Erythema (Redness) Associated with Rosacea,approved,01/19/2017,"Approved January 19, 2017."
236,SGYP,Trulance (plecanatide),Chronic idiopathic constipation (CIC),approved,01/19/2017,"Approved January 19, 2017."
237,ABBV,Imbruvica,Marginal zone lymphoma,approved,01/19/2017,"sNDA filing under priority review approved January 19, 2017."
238,MRNS,Ganaxolone - Marigold,CDKL5 Deficiency Disorder (CDD),phase2,01/23/2017,"Phase 2 preliminary CDKL5 cohort data released January 23, 2017. "
239,LGND,Ganaxolone - Marigold,CDKL5 Deficiency Disorder (CDD),phase2,01/23/2017,"Phase 2 preliminary CDKL5 cohort data released January 23, 2017. "
240,VRTX,VX-150,Osteoarthritis,phase2,01/25/2017,"Phase 2 primary endpoint met - January 25, 2017."
241,IRWD,Linaclotide 72 mcg dose  for use in the treatment of adults,Chronic idiopathic constipation (CIC),approved,01/26/2017,"sNDA approval announced January 26, 2017."
242,AGN,Linaclotide 72 mcg dose  for use in the treatment of adults,Chronic idiopathic constipation (CIC),approved,01/26/2017,"sNDA approval announced January 26, 2017."
243,NOVN,SB204 ,Acne vulgaris,phase3,01/27/2017,"Phase 3 top-line data released January 27, 2017. Met one of three co-primary endpoints in NI-AC301 trial. Met all endpoints in  NI-AC302 trial."
244,AGN,AVYCAZ (ceftazidime and avibactam),Complicated Urinary Tract Infections (cUTI),approved,01/30/2017,"sNDA approval announced January 30, 2017."
245,GEMP,Gemcabene - COBALT-1,Homozygous Familial Hypercholesterolemia (HoFH),phase2b,01/30/2017,"Phase 2b interim data released January 30, 2017."
246,CATB,Edasalonexent (CAT-1004),Duchenne muscular dystrophy (DMD),phase1.5,01/31/2017,Phase 1/2 top-line data released January 31 - primary endpoint not met.
247,TENX,Levosimendan,Reduce the incidence of low cardiac output syndrome during cardiac surgery,phase3,01/31/2017,"Phase 3 top line data released January 31, 2017 - primary endpoints not met."
248,AMGN,Parsabiv,Secondary hyperparathyroidism (SHPT),approved,02/07/2017,"Approved February 7, 2017."
249,GWPH,Sativex,Spasticity due multiple sclerosis,phase2,02/07/2017,"Phase 2 trial did not meet primary endpoint - noted February 7, 2017."
250,JNJ,XARELTO (rivaroxaban),Coronary Artery Disease or Peripheral Artery Disease,phase3,02/08/2017,"Phase 3 trial stopped early due to positive efficacy - February 8, 2017."
251,ACOR,INBRIJA (CVT-301),OFF episodes of Parkinson’s disease (PD),phase3,02/09/2017,"Phase 3 data released February 9, 2017 - primary endpoint met. "
252,TCON,TRC105 and Avastin,Glioblastoma - cancer,phase2,02/09/2017,"Phase 2 data released February 9, 2017 - primary endpoint not met."
253,ZSAN,M207,Migraine,phase3,02/13/2017,"Phase 3 trial data due released February 13, 2017 - primary endpoints met."
254,SAGE,SAGE-217 - MOUNTAIN,Major Depressive Disorder (MDD),phase2,02/13/2017,"Phase 2 top-line data from open-label trial released February 13, 2017"
255,MRK,MK-8931 (017) - Verubecestat,Mild-to-moderate Alzheimer's,phase3,02/14/2017,"Phase 3 trial stopped due to lack of efficacy - February 14, 2017."
256,ARDX,Tenapanor - PHREEDOM,Hyperphosphatemia in end-stage renal disease (ESRD) patients,phase3,02/15/2017,"Phase 3 released February 15, 2017 - primary endpoint met. "
257,ALKS,ALKS 6428 ,Opioid dependence,phase3,02/15/2017,Phase 3 trial did not meet endpoint - February 2017 (exact date unsure).
258,BHC,Brodalumab,Psoriasis,approved,02/15/2017,"Approved February 15, 2017."
259,AZN,Lynparza,Breast cancer,phase3,02/17/2017,"Phase 3 data released February 17, 2016 - primary endpoint met."
260,MRK,Lynparza,Breast cancer,phase3,02/17/2017,"Phase 3 data released February 17, 2016 - primary endpoint met."
261,TRVN,Oliceridine (TRV130),Moderate to severe acute pain,phase3,02/21/2017,"Phase 3 APOLLO-1 and APOLLO-2 data released February 21, 2017 - primary endpoints met but commercial doubts raised."
262,XBIT,Xilonix,Colorectal cancer,phase3,02/21/2017,"Phase 3 interim analysis announced February 21, 2017 - trial to continue as planned."
263,CDTX,CD101 Topical - RADIANT,Vulvovaginal candidiasis (VVC),phase2,02/21/2017,"Phase 2 data released February 21, 2017 - efficacy not evident, Development to be discontinued."
264,AMPH,Naloxone Intranasal,Opioid overdose ,crl,02/21/2017,"CRL announced February 21, 2017."
265,CELG,REVLIMID  ,Multiple myeloma (MM) - autologous stem cell transplant (ASCT),approved,02/22/2017,"Approved February 22, 2017."
266,CMRX,Brincidofovir - Advise trial,Adenovirus Infection,phase3,02/22/2017,"Phase 3 interim analysis released May 2016. Final data released February 22, 2017."
267,MLNT,Taksta - Fusidic acid,Acute bacterial skin and skin structure infections (ABSSSI),phase3,02/24/2017,"Phase 3 data released February 24, 2017 - endpoints met."
268,BCRX,BCX7353 - APeX-2,Reduce or eliminate attacks in HAE patients ,phase2,02/27/2017,"Phase 2 interim data released February 27, 2017."
269,LJPC,GiaprezaTM (angiotensin II),Increase blood pressure in adults with septic or other distributive shock,phase3,02/27/2017,"Phase 3 data released February 27, 2016 - primary endpoint hit. Secondary endpoints not mentioned. NDA filing due 2H 2017."
270,GILD,Yescarta (axicabtagene ciloleucel),Refractory Non-Hodgkin's Lymphoma (NHL) - cancer,phase2,02/28/2017,"Phase 2 primary analysis released February 28, 2017 showed trial met primary endpoint. 31% CR for DLBCL."
271,LXRX,Telotristat etiprate (XERMELO),Carcinoid Syndrome,approved,02/28/2017,"Approved February 28, 2017."
272,AZN,Saxagliptin and dapagliflozin,Type-2 diabetes,approved,02/28/2017,"Approval announced February 28, 2017."
273,MLNT,Solithromycin,NASH,phase2,02/28/2017,"Noted February 28, 2017 that development has been suspended due to lack of efficacy."
274,AUPH,Voclosporin - AURORA,Lupus,phase2b,03/01/2017,"Phase 2b data released August 2016. Primary endpoint met but with high number of deaths. Further data released March 1, 2017 - no additional deaths and endpoints met."
275,MRK,Odactra (MK-8237),House dust mite allergies,approved,03/01/2017,"Approved March 1, 2017."
276,PTCT,Translarna,Nonsense mutation cystic fibrosis,phase3,03/02/2017,"Phase 3 data released March 2, 2017 - endpoints not met. Development to be discontinued."
277,HALO,Perjeta + Herceptin (APHINITY),Adjuvant HER2+ breast cancer,phase3,03/02/2017,"Note this trial is conducted by competitor Roche (RHHBY), NOT by Puma. The event was likely to have a significant impact on the share price of Puma (e.g. positive data would likely have a negative impact on Puma and vice versa). Data were released March 2, 2017 - primary endpoint was met."
278,RHHBY,Perjeta + Herceptin (APHINITY),Adjuvant HER2+ breast cancer,phase3,03/02/2017,"Note this trial is conducted by competitor Roche (RHHBY), NOT by Puma. The event was likely to have a significant impact on the share price of Puma (e.g. positive data would likely have a negative impact on Puma and vice versa). Data were released March 2, 2017 - primary endpoint was met."
279,KPTI,Selinexor SOPRA,Cancer - Relapsed/Refractory Acute Myeloid Leukemia (AML),phase2,03/02/2017,"Data Safety Monitoring Board (DSMB) noted March 2, 2017 that trial will not meet primary endpoint."
280,KURA,Tipifarnib - (AIM-HN/SEQ-HN),Head and neck squamous cell carcinomas (HNSCC),phase2,03/06/2017,"Phase 2 ongoing data released March 6, 2017 - further data due 2H 2017."
281,IONS,Volanesorsen - APPROACH,Familial chylomicronemia syndrome (FCS),phase3,03/06/2017,"Phase 3 data released March 6, 2017 - primary endpoint met. Relative safety concerns noted."
282,AKCA,Volanesorsen - APPROACH,Familial chylomicronemia syndrome (FCS),phase3,03/06/2017,"Phase 3 data released March 6, 2017 - primary endpoint met. Relative safety concerns noted."
283,TGTX,TG-1101 and IMBRUVICA (GENUINE trial),Chronic Lymphocytic Leukemia (CLL) cancer,phase3,03/06/2017,"Phase 3 trial met primary endpoint - March 6, 2017, meeting with FDA in 2H 2017."
284,ACOR,Ampyra,Improve walking in patients with multiple sclerosis,,03/09/2017,"Decision on Inter Partes Review (IPR) released March 10, 2017 - patents upheld."
285,NVS,LEE011,HR+/HER2- advanced breast cancer,approved,03/13/2017,"Priority review granted November 1, 2016. Approval announced March 13, 2017."
286,MRK,KEYTRUDA,Relapsed or Refractory Classical Hodgkin Lymphoma,approved,03/14/2017,"Approval announced March 14, 2017."
287,AZN,Lynparza - SOLO 2,Second-line ovarian cancer,phase3,03/14/2017,"Data presented March 14, 2017 showed significant PFS benefit."
288,ENDP,OPANA ER,Management of pain,,03/14/2017,"Advisory Committee Meeting March 14, 2017 voted 18 to eight that the benefits of reformulated OPANA ER  no longer outweigh its risks."
289,CPRX,Firdapse,MuSK-antibody positive myasthenia gravis (MuSK-MG),phase2,03/15/2017,"Phase 2 top-line data met endpoints - March 15, 2017. Pivotal trial planned."
290,AZN,Lokelma (ZS-9),Hyperkalaemia,crl,03/17/2017,"Second CRL issued March 17, 2017."
291,AMGN,Repatha,Cardiovascular disease,phase3,03/17/2017,"Phase 3 cardiovascular outcomes study data released March 17, 2017 - endpoints met but down on expectations."
292,LLY,Abemaciclib - MONARCH 1 and 2,"Second-line hormone-receptor-positive (HR+), human epidermal growth factor receptor 2-negative (HER2-) breast cancer and HR+, HER2- breast cancer",phase3,03/20/2017,"Phase 3 data released March 20, 2017 - PFS primary endpoint met."
293,JAZZ,JZP-110,Excessive sleepiness associated with obstructive sleep apnea,phase3,03/20/2017,"Phase 3 data released March 20, 2017 - primary endpoints met."
294,NKTR,NKTR-181,Lower back pain,phase3,03/20/2017,"Phase 3 data released March 20, 2017 - endpoints met."
295,AGN,JUVÉDERM VOLLURE,Correction of moderate to severe facial wrinkles and folds,approved,03/20/2017,"Approval announced March 20, 2017."
296,GNMX,NFC-1 - SAGA,mGluR mutation positive ADHD,phase23,03/20/2017,"Phase 2/3 data released March 20, 2017 - primary endpoint not met."
297,BLRX,BL-8040 GENESIS,Stem-cell mobilization for autologous transplantation,phase2,03/20/2017,"Phase 2 trial initiated March 2016. Partial data released March 20, 2017."
298,NVS,RELAX-AHF-2 (RLX030),Acute heart failure,phase3,03/22/2017,"Phase 3 data released March 22, 2017 - primary endpoints not met."
299,PFE,Avelumab,Metastatic Merkel cell carcinoma,approved,03/23/2017,"Priority review announced November 29, 2016. Approval announced March 23, 2017."
300,XENE,XEN801,Acne,phase2,03/24/2017,Phase 2 data released March 24 2017 - endpoints not met.
301,GSK,Niraparib - NOVA (Niraparib Ovarian) ,Cancer - ovarian,approved,03/27/2017,"PDUFA date under priority review was June 30, 2017. Approved March 27, 2017."
302,AUPH,Voclosporin - AURION trial,Lupus,phase2,03/27/2017,"48-week data from open-label AURION study presented March 27, 2017 - primary endpoint met."
303,PRTK,Sarecycline,Severe acne vulgaris,phase3,03/27/2017,Phase 3 data released March 27 2017 - primary endpoints met. NDA filing due 2H 2017.
304,AGN,Sarecycline,Severe acne vulgaris,phase3,03/27/2017,Phase 3 data released March 27 2017 - primary endpoints met. NDA filing due 2H 2017.
305,FOMX,FMX101,Acne,phase3,03/27/2017,"Phase 3 data released March 27, 2017 - three of four primary endpoints met across two trials."
306,VRTX,Tezacaftor / ivacaftor,Cystic fibrosis - Two Copies of the F508del Mutation,phase3,03/28/2017,"Phase 3 data released March 28, 2017 - primary endpoint met. NDA filing due 3Q 2017."
307,RTTR,RP-G28,Lactose intolerance,phase23,03/28/2017,"Phase 2/3 top-line data released March 28, 2017. Primary endpoint met. End of Phase 2 meeting with FDA planned."
308,REGN,Dupixent (dupilumab),Atopic dermatitis,approved,03/28/2017,"Approved under priority review - March 28, 2017."
309,SNY,Dupixent (dupilumab),Atopic dermatitis,approved,03/28/2017,"Approved under priority review - March 28, 2017."
310,CRBP,Anabasum (Resunab),Cystic Fibrosis,phase2,03/30/2017,"Phase 2 data released March 30, 2017 - primary endpoint met but some concerns regarding efficacy."
311,PGNX,Azedra,Pheochromocytoma,phase2b,03/30/2017,"Pivotal Phase 2 trial resumed January 2015 following suspension of trial in 2010 due to lack of funding. Primary endpoint met - March 30, 2017. NDA filing due mid-2017."
312,NVCR,Tumor Treating Fields (TTFields) - INNOVATE-3,Ovarian cancer,phase2,03/31/2017,"Phase 2 data presented December 12, 2016. Further promising PFS data released March 31, 2017."
313,AZN,Tagrisso,Epidermal growth factor receptor (EGFR) T790M mutation-positive non-small cell lung cancer (NSCLC),approved,03/31/2017,"Approval announced March 31, 2017."
314,PFE,IBRANCE (palbociclib),"HR+, HER2- Metastatic Breast Cancer",approved,03/31/2017,"sNDA acceptance announced December 21, 2016. Approval announced March 31, 2017."
315,BMY,CM-143 – Opdivo ,Second-line Glioblastoma (GBM) cancer,phase3,04/03/2017,"Phase 3 data released April 3, 2017 - primary endpoint not met."
316,BMY,CM - 067 Opdivo in combination with Yervoy,Melanoma,phase3,04/03/2017,"Phase 3 first overall survival (OS) positive data released April 3, 2017"
317,PRTK,Omadacycline,Community-acquired bacterial pneumonia (CABP),phase3,04/03/2017,"Phase 3 data released April 3, 2017 - all endpoints met."
318,XBIT,514G3 ,Staphylococcus Aureus Bacteremia,phase1.5,04/03/2017,"Phase 1/2 top-line data released April 3, 2017. 4 patient deaths noted."
319,NLNK,Indoximod in combination with KEYTRUDA or Opdivo - Indigo301,Melanoma - cancer,phase2,04/04/2017,"Phase 2 interim analysis released at AACR meeting April 4, 2017."
320,KPTI,Selinexor - SADAL,Cancer - Diffuse Large B-Cell Lymphoma (DLBCL),phase2b,04/04/2017,"Phase 2b additional interim data released April 4, 2017 at AACR. Final top-line data due mid-2018."
321,NKTR,Cipro DPI ,Bronchiectasis,phase3,04/05/2017,"Phase 3 second trial did not meet endpoint - April 5, 2017."
322,SUPN,Trokendi ,Migraine,approved,04/05/2017,"Tentative approval August 19 2016, subject to the pediatric exclusivity which expires March 28, 2017. Final approval announced April 6, 2017."
323,AGN,Botox ,Depression,phase2,04/05/2017,"Phase 2 top-line data released April 5, 2017 - primary endpoint missed. Phase 3 planned."
324,ONCE,SPK-9001,Hemophilia B,phase1.5,04/06/2017,"Phase 1/2 updated data at ASH 2016. Further update released April 6, 2017."
325,MRK,Januvia (Sitagliptin),Type 2 Diabetes,crl,04/07/2017,CRL issued April 7 2017. sNDA for approved drug requested to include data on cardiovascular effects
326,GERN,Imetelstat - IMbarkStudy,Myelofibrosis,phase23,04/10/2017,"Phase 2 clinical hold lifted Nov 2014. Phase 2 initiated September 2015. Internal review conducted September 2016. Low dose discontinued, high dose enrollment suspended. Further review conducted April 2017 - further development pending FDA feedback and longer term data."
327,MESO,MPC-150-IM - Class 2/3,Heart failure,phase3,04/10/2017,"Noted April 10, 2017 that interim analysis has been completed - trial to continue as planned."
328,CELG,Demcizumab plus Abraxane - YOSEMITE,First-line pancreatic cancer,phase2,04/10/2017,"Phase 2 data released April 10, 2017 - primary endpoint not met."
329,NBIX,INGREZZA,Tardive dyskinesia,approved,04/11/2017,"Approved April 11, 2017."
330,PLX,AIR DNase (PRX-110),Cystic Fibrosis,phase2,04/12/2017,"Phase 2 interim data released January 3, 2017. Full data released April 12, 2017. Company noted data were positive but results showed efficacy down on January data."
331,NOVN,SB208,Fungal infections,phase2,04/12/2017,"Phase 2 data released April 12, 2017. Primary endpoint met."
332,INCY,Baricitinib,Rheumatoid arthritis,crl,04/14/2017,"Announced January 19 2016 that NDA Filing had been submitted. Three month delay announced January 13, 2017. CRL received April 14, 2017."
